Station ID,Station,Year,Month,Day,DateTimeMax,Max,DateTimeMin,Min,Ave,Range,sda Max,sda Min,sda Ave,sda Range,sda,sdaMax>18,Date,Period,Group,Sort
P03,Pedee,2017,6,20,6/20/17 19:00,16.844,6/20/17 9:00,13.786,15.371,3.058,16.271,12.729,14.397,3.543,sda,,6/20/2017,,5,23
P03,Pedee,2017,6,21,6/21/17 18:00,16.106,6/21/17 9:00,13.088,14.581,3.018,16.857,13.07,14.862,3.787,sda,,6/21/2017,,5,23
P03,Pedee,2017,6,22,6/22/17 18:00,16.272,6/22/17 8:00,12.316,14.238,3.956,17.296,13.42,15.271,3.875,sda,,6/22/2017,,5,23
P03,Pedee,2017,6,23,6/23/17 18:00,17.082,6/23/17 8:00,12.63,14.745,4.452,17.323,13.691,15.448,3.632,sda,,6/23/2017,,5,23
P03,Pedee,2017,6,24,6/24/17 18:00,18.628,6/24/17 8:00,13.93,16.114,4.698,17.309,13.773,15.455,3.536,sda,,6/24/2017,,5,23
P03,Pedee,2017,6,25,6/25/17 18:00,18.628,6/25/17 8:00,14.96,16.766,3.668,17.214,13.746,15.395,3.468,sda,,6/25/2017,,5,23
P03,Pedee,2017,6,26,6/26/17 17:00,17.701,6/26/17 9:00,15.127,16.324,2.574,17.241,13.766,15.407,3.475,sda,,6/26/2017,,5,23
P03,Pedee,2017,6,27,6/27/17 18:00,16.749,6/27/17 10:00,14.361,15.415,2.388,17.231,13.883,15.461,3.348,sda,,6/27/2017,,5,23
P03,Pedee,2017,6,28,6/28/17 18:00,15.438,6/28/17 9:00,12.896,14.164,2.542,16.775,13.883,15.256,2.892,sda,,6/28/2017,,5,23
P03,Pedee,2017,6,29,6/29/17 18:00,16.463,6/29/17 8:00,12.461,14.322,4.002,16.592,13.623,15.001,2.969,sda,,6/29/2017,,5,23
P03,Pedee,2017,6,30,6/30/17 18:00,17.011,6/30/17 9:00,13.449,15.124,3.562,16.473,13.435,14.848,3.038,sda,,6/30/2017,,5,23
P03,Pedee,2017,7,1,7/1/17 18:00,15.438,7/1/17 9:00,13.93,14.675,1.508,16.572,13.308,14.84,3.264,sda,,7/1/2017,,5,23
P03,Pedee,2017,7,2,7/2/17 18:00,17.344,7/2/17 9:00,13.137,14.983,4.207,16.925,13.48,15.079,3.446,sda,,7/2/2017,,5,23
P03,Pedee,2017,7,3,7/3/17 18:00,16.868,7/3/17 10:00,13.81,15.252,3.058,17.106,13.683,15.277,3.423,sda,,7/3/2017,,5,23
P03,Pedee,2017,7,4,7/4/17 18:00,17.439,7/4/17 8:00,13.473,15.363,3.966,17.075,13.816,15.333,3.258,sda,,7/4/2017,,5,23
P03,Pedee,2017,7,5,7/5/17 18:00,17.915,7/5/17 8:00,14.098,15.837,3.817,17.374,13.727,15.427,3.647,sda,,7/5/2017,,5,23
P03,Pedee,2017,7,6,7/6/17 18:00,17.724,7/6/17 9:00,13.882,15.706,3.842,17.459,13.858,15.563,3.602,sda,,7/6/2017,,5,23
P03,Pedee,2017,7,7,7/7/17 18:00,16.796,7/7/17 10:00,14.385,15.513,2.411,17.687,14.039,15.754,3.648,sda,,7/7/2017,,5,23
P03,Pedee,2017,7,8,7/8/17 18:00,17.534,7/8/17 8:00,13.305,15.334,4.229,17.66,14.08,15.786,3.579,sda,,7/8/2017,,5,23
P03,Pedee,2017,7,9,7/9/17 18:00,17.938,7/9/17 8:00,14.05,15.938,3.888,17.602,14.012,15.734,3.59,sda,,7/9/2017,,5,23
P03,Pedee,2017,7,10,7/10/17 18:00,18.461,7/10/17 8:00,15.079,16.586,3.382,17.418,14.042,15.668,3.376,sda,,7/10/2017,,5,23
P03,Pedee,2017,7,11,7/11/17 18:00,17.249,7/11/17 9:00,13.762,15.588,3.487,17.507,13.871,15.624,3.636,sda,,7/11/2017,,5,23
P03,Pedee,2017,7,12,7/12/17 18:00,17.51,7/12/17 8:00,13.618,15.472,3.892,17.507,13.957,15.671,3.55,sda,,7/12/2017,,5,23
P03,Pedee,2017,7,13,7/13/17 18:00,16.439,7/13/17 9:00,14.098,15.244,2.341,17.347,13.847,15.555,3.5,sda,,7/13/2017,,5,23
P03,Pedee,2017,7,14,7/14/17 18:00,17.415,7/14/17 8:00,13.185,15.209,4.23,17.146,13.545,15.328,3.601,sda,,7/14/2017,,5,23
P03,Pedee,2017,7,15,7/15/17 18:00,17.534,7/15/17 8:00,13.906,15.663,3.628,17.184,13.518,15.317,3.666,sda,,7/15/2017,c,5,23
P03,Pedee,2017,7,16,7/16/17 18:00,16.82,7/16/17 9:00,13.281,15.125,3.539,17.143,13.504,15.309,3.639,sda,,7/16/2017,c,5,23
P03,Pedee,2017,7,17,7/17/17 18:00,17.058,7/17/17 8:00,12.968,14.997,4.09,17.116,13.515,15.292,3.601,sda,,7/17/2017,c,5,23
P03,Pedee,2017,7,18,7/18/17 18:00,17.51,7/18/17 8:00,13.57,15.511,3.94,17.136,13.573,15.321,3.563,sda,,7/18/2017,b,5,23
P03,Pedee,2017,7,19,7/19/17 18:00,17.225,7/19/17 9:00,13.522,15.412,3.703,17.31,13.638,15.439,3.672,sda,,7/19/2017,b,5,23
P03,Pedee,2017,7,20,7/20/17 19:00,16.249,7/20/17 8:00,14.17,15.129,2.079,17.745,14.001,15.817,3.744,sda,,7/20/2017,a,5,23
P03,Pedee,2017,7,21,7/21/17 18:00,17.558,7/21/17 8:00,13.594,15.409,3.964,18.05,14.326,16.152,3.724,sda,1,7/21/2017,a,5,23
P03,Pedee,2017,7,22,7/22/17 19:00,18.747,7/22/17 8:00,14.361,16.492,4.386,18.292,14.545,16.397,3.747,sda,1,7/22/2017,a,5,23
P03,Pedee,2017,7,23,7/23/17 18:00,19.865,7/23/17 8:00,15.819,17.77,4.046,18.604,14.826,16.69,3.779,sda,1,7/23/2017,a,5,23
P03,Pedee,2017,7,24,7/24/17 18:00,19.199,7/24/17 9:00,15.247,17.344,3.952,18.9,15.013,16.958,3.887,sda,1,7/24/2017,a,5,23
P03,Pedee,2017,7,25,7/25/17 18:00,19.199,7/25/17 9:00,15.103,17.224,4.096,19.026,15.14,17.115,3.886,sda,1,7/25/2017,a,5,23
P03,Pedee,2017,7,26,7/26/17 18:00,19.413,7/26/17 9:00,15.485,17.462,3.928,18.975,15.123,17.108,3.852,sda,1,7/26/2017,a,5,23
P03,Pedee,2017,7,27,7/27/17 18:00,18.319,7/27/17 9:00,15.485,17.008,2.834,18.873,14.956,16.994,3.917,sda,1,7/27/2017,a,5,23
P03,Pedee,2017,7,28,7/28/17 18:00,18.438,7/28/17 9:00,14.481,16.503,3.957,18.941,14.949,17.023,3.991,sda,1,7/28/2017,a,5,23
P03,Pedee,2017,7,29,7/29/17 19:00,18.39,7/29/17 9:00,14.242,16.447,4.148,19.039,14.963,17.088,4.076,sda,1,7/29/2017,a,5,23
P03,Pedee,2017,7,30,7/30/17 19:00,19.151,7/30/17 9:00,14.649,16.972,4.502,19.209,15.017,17.204,4.192,sda,1,7/30/2017,a,5,23
P03,Pedee,2017,7,31,7/31/17 19:00,19.674,7/31/17 9:00,15.199,17.545,4.475,19.573,15.188,17.468,4.385,sda,1,7/31/2017,a,5,23
P03,Pedee,2017,8,1,8/1/17 19:00,19.888,8/1/17 9:00,15.199,17.676,4.689,19.916,15.563,17.834,4.353,sda,1,8/1/2017,a,5,23
P03,Pedee,2017,8,2,8/2/17 19:00,20.603,8/2/17 9:00,15.867,18.274,4.736,20.065,15.836,18.061,4.23,sda,1,8/2/2017,a,5,23
P03,Pedee,2017,8,3,8/3/17 19:00,20.865,8/3/17 9:00,16.677,18.857,4.188,20.133,15.989,18.175,4.144,sda,1,8/3/2017,a,5,23
P03,Pedee,2017,8,4,8/4/17 18:00,20.841,8/4/17 9:00,17.106,19.069,3.735,20.198,16.211,18.296,3.987,sda,1,8/4/2017,a,5,23
P03,Pedee,2017,8,5,8/5/17 18:00,19.436,8/5/17 9:00,16.153,18.036,3.283,20.225,16.405,18.396,3.82,sda,1,8/5/2017,a,5,23
P03,Pedee,2017,8,6,8/6/17 19:00,19.627,8/6/17 9:00,15.724,17.765,3.903,20.164,16.524,18.418,3.64,sda,1,8/6/2017,a,5,23
P03,Pedee,2017,8,7,8/7/17 18:00,20.126,8/7/17 9:00,16.749,18.394,3.377,19.98,16.538,18.323,3.443,sda,1,8/7/2017,a,5,23
P03,Pedee,2017,8,8,8/8/17 19:00,20.079,8/8/17 9:00,16.558,18.376,3.521,19.78,16.47,18.172,3.31,sda,1,8/8/2017,a,5,23
P03,Pedee,2017,8,9,8/9/17 18:00,20.174,8/9/17 9:00,16.701,18.431,3.473,19.651,16.528,18.104,3.123,sda,1,8/9/2017,a,5,23
P03,Pedee,2017,8,10,8/10/17 18:00,19.579,8/10/17 9:00,16.773,18.193,2.806,19.382,16.616,17.993,2.766,sda,1,8/10/2017,a,5,23
P03,Pedee,2017,8,11,8/11/17 18:00,19.436,8/11/17 9:00,16.63,18.01,2.806,18.957,16.323,17.654,2.634,sda,1,8/11/2017,a,5,23
P03,Pedee,2017,8,12,8/12/17 18:00,18.533,8/12/17 10:00,16.558,17.56,1.975,18.488,15.927,17.219,2.561,sda,1,8/12/2017,a,5,23
P03,Pedee,2017,8,13,8/13/17 18:00,17.748,8/13/17 9:00,16.344,16.989,1.404,18.155,15.514,16.855,2.641,sda,1,8/13/2017,a,5,23
P03,Pedee,2017,8,14,8/14/17 18:00,17.153,8/14/17 9:00,14.697,16.018,2.456,18.013,15.272,16.664,2.741,sda,1,8/14/2017,a,5,23
P03,Pedee,2017,8,15,8/15/17 19:00,16.796,8/15/17 9:00,13.786,15.332,3.01,17.884,15.02,16.503,2.864,sda,,8/15/2017,a,5,23
P03,Pedee,2017,8,16,8/16/17 19:00,17.843,8/16/17 9:00,13.81,15.881,4.033,17.853,14.832,16.411,3.021,sda,,8/16/2017,a,5,23
P03,Pedee,2017,8,17,8/17/17 19:00,18.58,8/17/17 9:00,15.079,16.855,3.501,17.833,14.549,16.307,3.284,sda,,8/17/2017,a,5,23
P03,Pedee,2017,8,18,8/18/17 18:00,18.533,8/18/17 9:00,14.864,16.884,3.669,17.955,14.525,16.357,3.43,sda,,8/18/2017,a,5,23
P03,Pedee,2017,8,19,8/19/17 18:00,18.319,8/19/17 9:00,15.247,16.919,3.072,18.213,14.775,16.609,3.439,sda,1,8/19/2017,a,5,23
P03,Pedee,2017,8,20,8/20/17 18:00,17.605,8/20/17 9:00,14.361,16.257,3.244,18.234,15.031,16.757,3.203,sda,1,8/20/2017,a,5,23
P03,Pedee,2017,8,21,8/21/17 19:00,18.01,8/21/17 9:00,14.529,16.372,3.481,18.129,15.11,16.736,3.019,sda,1,8/21/2017,a,5,23
P03,Pedee,2017,8,22,8/22/17 18:00,18.604,8/22/17 9:00,15.533,17.097,3.071,17.931,14.949,16.566,2.983,sda,,8/22/2017,a,5,23
P03,Pedee,2017,8,23,8/23/17 18:00,17.986,8/23/17 9:00,15.605,16.913,2.381,17.796,14.723,16.389,3.073,sda,,8/23/2017,a,5,23
P03,Pedee,2017,8,24,8/24/17 18:00,17.843,8/24/17 9:00,15.629,16.711,2.214,17.724,14.672,16.318,3.053,sda,,8/24/2017,a,5,23
P03,Pedee,2017,8,25,8/25/17 18:00,17.153,8/25/17 9:00,13.738,15.695,3.415,17.772,14.713,16.356,3.059,sda,,8/25/2017,a,5,23
P03,Pedee,2017,8,26,8/26/17 19:00,17.368,8/26/17 9:00,13.666,15.675,3.702,17.724,14.74,16.359,2.984,sda,,8/26/2017,a,5,23
P03,Pedee,2017,8,27,8/27/17 19:00,17.106,8/27/17 9:00,14.002,15.76,3.104,17.653,14.597,16.271,3.056,sda,,8/27/2017,a,5,23
P03,Pedee,2017,8,28,8/28/17 20:00,18.343,8/28/17 9:00,14.816,16.644,3.527,17.663,14.477,16.234,3.186,sda,,8/28/2017,a,5,23
P03,Pedee,2017,8,29,8/29/17 18:00,18.271,8/29/17 9:00,15.724,17.112,2.547,17.806,14.59,16.351,3.216,sda,,8/29/2017,a,5,23
P03,Pedee,2017,8,30,8/30/17 18:00,17.486,8/30/17 9:00,14.601,16.301,2.885,17.948,14.751,16.506,3.198,sda,,8/30/2017,a,5,23
P03,Pedee,2017,8,31,8/31/17 18:00,17.915,8/31/17 9:00,14.792,16.452,3.123,18.213,15.01,16.755,3.203,sda,1,8/31/2017,a,5,23
P03,Pedee,2017,9,1,9/1/17 18:00,18.152,9/1/17 9:00,14.529,16.511,3.623,18.268,15.236,16.91,3.032,sda,1,9/1/2017,a,5,23
P03,Pedee,2017,9,2,9/2/17 18:00,18.366,9/2/17 9:00,14.792,16.763,3.574,18.319,15.375,17.004,2.944,sda,1,9/2/2017,a,5,23
P03,Pedee,2017,9,3,9/3/17 18:00,18.961,9/3/17 9:00,15.819,17.501,3.142,18.434,15.73,17.219,2.705,sda,1,9/3/2017,a,5,23
P03,Pedee,2017,9,4,9/4/17 18:00,18.723,9/4/17 9:00,16.392,17.731,2.331,18.597,16.07,17.44,2.527,sda,1,9/4/2017,a,5,23
P03,Pedee,2017,9,5,9/5/17 18:00,18.628,9/5/17 9:00,16.701,17.772,1.927,18.557,16.455,17.591,2.101,sda,1,9/5/2017,a,5,23
P03,Pedee,2017,9,6,9/6/17 19:00,18.295,9/6/17 9:00,17.082,17.801,1.213,18.536,16.684,17.668,1.852,sda,1,9/6/2017,a,5,23
P03,Pedee,2017,9,7,9/7/17 15:00,19.056,9/7/17 10:00,17.177,18.002,1.879,18.404,16.701,17.602,1.703,sda,1,9/7/2017,a,5,23
P03,Pedee,2017,9,8,9/8/17 0:00,17.867,9/8/17 10:00,17.225,17.564,0.642,18.196,16.373,17.345,1.823,sda,1,9/8/2017,a,5,23
P03,Pedee,2017,9,9,9/9/17 15:00,18.224,9/9/17 10:00,16.392,17.306,1.832,18.047,16.049,17.11,1.998,sda,1,9/9/2017,a,5,23
P03,Pedee,2017,9,10,9/10/17 18:00,18.033,9/10/17 10:00,15.939,17.041,2.094,17.809,15.62,16.786,2.189,sda,,9/10/2017,a,5,23
P03,Pedee,2017,9,11,9/11/17 19:00,17.272,9/11/17 9:00,14.098,15.928,3.174,17.343,15.156,16.357,2.188,sda,,9/11/2017,b,5,23
P03,Pedee,2017,9,12,9/12/17 18:00,17.582,9/12/17 9:00,14.433,16.125,3.149,16.942,14.448,15.829,2.494,sda,,9/12/2017,b,5,23
P03,Pedee,2017,9,13,9/13/17 0:00,16.63,9/13/17 10:00,14.074,15.539,2.556,16.441,13.886,15.309,2.555,sda,,9/13/2017,c,5,23
P03,Pedee,2017,9,14,9/14/17 15:00,15.796,9/14/17 10:00,13.93,14.993,1.866,15.907,13.551,14.872,2.355,sda,,9/14/2017,c,5,23
P03,Pedee,2017,9,15,9/15/17 18:00,15.055,9/15/17 10:00,12.268,13.872,2.787,15.474,13.393,14.552,2.081,sda,,9/15/2017,c,5,23
P03,Pedee,2017,9,16,9/16/17 19:00,14.721,9/16/17 10:00,12.461,13.666,2.26,14.873,13.067,14.081,1.806,sda,,9/16/2017,,5,23
P03,Pedee,2017,9,17,9/17/17 0:00,14.29,9/17/17 9:00,13.594,13.978,0.696,14.357,12.764,13.646,1.593,sda,,9/17/2017,,5,23
P03,Pedee,2017,9,18,9/18/17 17:00,14.242,9/18/17 9:00,12.992,13.691,1.25,13.815,12.269,13.123,1.546,sda,,9/18/2017,,5,23
P03,Pedee,2017,9,19,9/19/17 0:00,13.377,9/19/17 10:00,12.147,12.83,1.23,13.53,12.067,12.841,1.463,sda,,9/19/2017,,5,23
P03,Pedee,2017,9,20,9/20/17 0:00,13.016,9/20/17 23:00,11.953,12.494,1.063,13.297,11.873,12.619,1.424,sda,,9/20/2017,,5,23
P03,Pedee,2017,9,21,9/21/17 19:00,12.001,9/21/17 9:00,10.467,11.332,1.534,13.118,11.458,12.328,1.66,sda,,9/21/2017,,5,23
P03,Pedee,2017,9,22,9/22/17 18:00,13.064,9/22/17 9:00,10.858,11.893,2.206,13.05,11.264,12.183,1.785,sda,,9/22/2017,,5,23
P03,Pedee,2017,9,23,9/23/17 18:00,13.088,9/23/17 9:00,11.102,12.117,1.986,13.238,11.278,12.275,1.96,sda,,9/23/2017,,5,23
P03,Pedee,2017,9,24,9/24/17 18:00,13.04,9/24/17 9:00,10.687,11.942,2.353,13.509,11.32,12.442,2.19,sda,,9/24/2017,,5,23
P03,Pedee,2017,9,25,9/25/17 19:00,13.762,9/25/17 9:00,11.637,12.676,2.125,13.925,11.591,12.789,2.334,sda,,9/25/2017,,5,23
P03,Pedee,2017,9,26,9/26/17 18:00,14.697,9/26/17 10:00,12.243,13.468,2.454,14.216,12.023,13.151,2.194,sda,,9/26/2017,,5,23
P03,Pedee,2017,9,27,9/27/17 18:00,14.912,9/27/17 10:00,12.243,13.665,2.669,14.285,12.109,13.214,2.176,sda,,9/27/2017,,5,23
P03,Pedee,2017,9,28,9/28/17 18:00,14.912,9/28/17 10:00,12.364,13.761,2.548,14.357,12.276,13.313,2.081,sda,,9/28/2017,,5,23
P03,Pedee,2017,9,29,9/29/17 17:00,15.103,9/29/17 23:00,13.882,14.427,1.221,14.127,12.078,13.106,2.049,sda,,9/29/2017,,5,23
P03,Pedee,2017,9,30,9/30/17 0:00,13.57,9/30/17 10:00,11.71,12.56,1.86,13.631,11.599,12.643,2.032,sda,,9/30/2017,,5,23
P03,Pedee,2017,10,1,10/1/17 17:00,13.546,10/1/17 10:00,11.856,12.633,1.69,13.107,11.12,12.158,1.987,sda,,10/1/2017,,5,23
P03,Pedee,2017,10,2,10/2/17 0:00,12.147,10/2/17 10:00,10.247,11.231,1.9,12.511,10.567,11.592,1.943,sda,,10/2/2017,,5,23
P03,Pedee,2017,10,3,10/3/17 18:00,11.224,10/3/17 10:00,8.891,10.226,2.333,11.866,9.758,10.898,2.107,sda,,10/3/2017,,5,23
P03,Pedee,2017,10,4,10/4/17 18:00,11.248,10/4/17 10:00,8.891,10.269,2.357,11.624,9.57,10.679,2.054,sda,,10/4/2017,,5,23
P03,Pedee,2017,10,5,10/5/17 18:00,10.736,10/5/17 10:00,8.494,9.798,2.242,11.334,9.288,10.42,2.046,sda,,10/5/2017,,5,23
P03,Pedee,2017,10,6,10/6/17 18:00,10.59,10/6/17 10:00,8.22,9.567,2.37,,,,,,,10/6/2017,,5,23
P03,Pedee,2017,10,7,10/7/17 17:00,11.88,10/7/17 0:00,10.394,11.029,1.486,,,,,,,10/7/2017,,5,23
P03,Pedee,2017,10,8,10/8/17 18:00,11.516,10/8/17 9:00,9.879,10.821,1.637,,,,,,,10/8/2017,,5,23
P09,Maxfield,2017,6,1,6/1/17 17:00,14.481,6/1/17 8:00,13.016,13.637,1.465,,,,,,,6/1/2017,,6,24
P09,Maxfield,2017,6,2,6/2/17 18:00,15.294,6/2/17 8:00,12.195,13.618,3.099,,,,,,,6/2/2017,,6,24
P09,Maxfield,2017,6,3,6/3/17 0:00,14.146,6/3/17 8:00,12.944,13.445,1.202,,,,,,,6/3/2017,,6,24
P09,Maxfield,2017,6,4,6/4/17 18:00,13.714,6/4/17 8:00,12.098,12.819,1.616,14.501,12.214,13.313,2.287,sda,,6/4/2017,,6,24
P09,Maxfield,2017,6,5,6/5/17 18:00,14.074,6/5/17 8:00,10.492,12.386,3.582,14.426,12.217,13.301,2.209,sda,,6/5/2017,,6,24
P09,Maxfield,2017,6,6,6/6/17 18:00,15.199,6/6/17 7:00,11.977,13.526,3.222,14.08,12.179,13.117,1.901,sda,,6/6/2017,,6,24
P09,Maxfield,2017,6,7,6/7/17 18:00,14.601,6/7/17 8:00,12.775,13.76,1.826,13.85,11.895,12.881,1.954,sda,,6/7/2017,,6,24
P09,Maxfield,2017,6,8,6/8/17 0:00,13.954,6/8/17 23:00,13.04,13.556,0.914,13.75,11.763,12.77,1.986,sda,,6/8/2017,,6,24
P09,Maxfield,2017,6,9,6/9/17 0:00,12.871,6/9/17 11:00,11.929,12.325,0.942,13.585,11.903,12.739,1.682,sda,,6/9/2017,,6,24
P09,Maxfield,2017,6,10,6/10/17 19:00,12.534,6/10/17 8:00,10.956,11.795,1.578,13.297,11.858,12.569,1.44,sda,,6/10/2017,,6,24
P09,Maxfield,2017,6,11,6/11/17 19:00,13.016,6/11/17 7:00,11.175,12.04,1.841,13.085,11.587,12.308,1.497,sda,,6/11/2017,,6,24
P09,Maxfield,2017,6,12,6/12/17 16:00,12.92,6/12/17 8:00,11.467,12.171,1.453,12.975,11.456,12.172,1.518,sda,,6/12/2017,,6,24
P09,Maxfield,2017,6,13,6/13/17 18:00,13.185,6/13/17 8:00,11.662,12.336,1.523,13.04,11.577,12.272,1.463,sda,,6/13/2017,,6,24
P09,Maxfield,2017,6,14,6/14/17 19:00,13.112,6/14/17 8:00,10.883,11.932,2.229,13.38,11.799,12.538,1.581,sda,,6/14/2017,,6,24
P09,Maxfield,2017,6,15,6/15/17 20:00,13.185,6/15/17 8:00,12.122,12.604,1.063,13.91,12.169,12.974,1.741,sda,,6/15/2017,,6,24
P09,Maxfield,2017,6,16,6/16/17 20:00,13.329,6/16/17 8:00,12.775,13.027,0.554,14.616,12.613,13.544,2.004,sda,,6/16/2017,,6,24
P09,Maxfield,2017,6,17,6/17/17 18:00,14.912,6/17/17 8:00,12.509,13.654,2.403,15.306,13.156,14.157,2.15,sda,,6/17/2017,,6,24
P09,Maxfield,2017,6,18,6/18/17 19:00,16.725,6/18/17 7:00,13.762,15.096,2.963,15.808,13.635,14.677,2.173,sda,,6/18/2017,,6,24
P09,Maxfield,2017,6,19,6/19/17 18:00,17.867,6/19/17 8:00,14.577,16.156,3.29,16.311,13.842,15.047,2.468,sda,,6/19/2017,,6,24
P09,Maxfield,2017,6,20,6/20/17 18:00,18.01,6/20/17 8:00,15.461,16.631,2.549,16.959,14.059,15.478,2.9,sda,,6/20/2017,,6,24
P09,Maxfield,2017,6,21,6/21/17 18:00,16.63,6/21/17 9:00,14.242,15.569,2.388,17.554,14.446,15.979,3.108,sda,,6/21/2017,,6,24
P09,Maxfield,2017,6,22,6/22/17 18:00,16.701,6/22/17 7:00,13.57,15.198,3.131,17.874,14.771,16.321,3.103,sda,,6/22/2017,,6,24
P09,Maxfield,2017,6,23,6/23/17 18:00,17.867,6/23/17 7:00,14.29,16.039,3.577,17.84,14.948,16.392,2.891,sda,,6/23/2017,,6,24
P09,Maxfield,2017,6,24,6/24/17 18:00,19.08,6/24/17 7:00,15.223,17.164,3.857,17.724,14.938,16.326,2.786,sda,,6/24/2017,,6,24
P09,Maxfield,2017,6,25,6/25/17 16:00,18.961,6/25/17 7:00,16.034,17.489,2.927,17.687,14.952,16.3,2.735,sda,,6/25/2017,,6,24
P09,Maxfield,2017,6,26,6/26/17 16:00,17.629,6/26/17 9:00,15.819,16.654,1.81,17.704,14.972,16.313,2.731,sda,,6/26/2017,,6,24
P09,Maxfield,2017,6,27,6/27/17 18:00,17.201,6/27/17 9:00,15.39,16.17,1.811,17.598,15.058,16.29,2.541,sda,,6/27/2017,,6,24
P09,Maxfield,2017,6,28,6/28/17 18:00,16.368,6/28/17 8:00,14.337,15.383,2.031,17.238,15.034,16.079,2.204,sda,,6/28/2017,,6,24
P09,Maxfield,2017,6,29,6/29/17 18:00,16.82,6/29/17 8:00,13.714,15.295,3.106,17.044,14.829,15.863,2.215,sda,,6/29/2017,,6,24
P09,Maxfield,2017,6,30,6/30/17 17:00,17.13,6/30/17 9:00,14.888,15.878,2.242,17.038,14.771,15.822,2.266,sda,,6/30/2017,,6,24
P09,Maxfield,2017,7,1,7/1/17 19:00,16.558,7/1/17 9:00,15.055,15.685,1.503,17.119,14.672,15.837,2.447,sda,,7/1/2017,,6,24
P09,Maxfield,2017,7,2,7/2/17 18:00,17.605,7/2/17 8:00,14.601,15.978,3.004,17.381,14.812,16.018,2.569,sda,,7/2/2017,,6,24
P09,Maxfield,2017,7,3,7/3/17 18:00,17.582,7/3/17 8:00,15.414,16.367,2.168,17.602,15.055,16.214,2.547,sda,,7/3/2017,,6,24
P09,Maxfield,2017,7,4,7/4/17 18:00,17.772,7/4/17 8:00,14.697,16.276,3.075,17.67,15.144,16.3,2.526,sda,,7/4/2017,,6,24
P09,Maxfield,2017,7,5,7/5/17 16:00,18.2,7/5/17 8:00,15.318,16.646,2.882,17.867,15.079,16.386,2.788,sda,,7/5/2017,,6,24
P09,Maxfield,2017,7,6,7/6/17 18:00,18.366,7/6/17 7:00,15.414,16.666,2.952,17.952,15.147,16.484,2.804,sda,,7/6/2017,,6,24
P09,Maxfield,2017,7,7,7/7/17 17:00,17.605,7/7/17 8:00,15.509,16.485,2.096,18.057,15.239,16.591,2.818,sda,1,7/7/2017,,6,24
P09,Maxfield,2017,7,8,7/8/17 18:00,17.938,7/8/17 8:00,14.601,16.283,3.337,18.037,15.25,16.591,2.787,sda,1,7/8/2017,,6,24
P09,Maxfield,2017,7,9,7/9/17 18:00,18.2,7/9/17 8:00,15.079,16.663,3.121,17.996,15.202,16.556,2.794,sda,,7/9/2017,,6,24
P09,Maxfield,2017,7,10,7/10/17 17:00,18.319,7/10/17 8:00,16.058,17.116,2.261,17.864,15.215,16.516,2.648,sda,,7/10/2017,,6,24
P09,Maxfield,2017,7,11,7/11/17 19:00,17.629,7/11/17 8:00,14.768,16.275,2.861,17.901,15.086,16.484,2.815,sda,,7/11/2017,,6,24
P09,Maxfield,2017,7,12,7/12/17 18:00,17.915,7/12/17 7:00,14.984,16.403,2.931,17.887,15.178,16.512,2.709,sda,,7/12/2017,,6,24
